Customer_ID,Age,Income,Customer_Segment,Location,Product_ID,Base_Price,Discount,Final_Price,Units_Sold,Revenue,Profit,Competitor_Pricing,Inflation_Rate,Season,Transaction_Date,Promotion_Type,Category,Transaction_Frequency,Tenure,Days_Since_Last_Purchase
2143,37,43082.35650089449,Medium-value,North America,2143,78.44819530552789,0.1939360420211197,63.234262804274024,44,2782.307563388057,366.10314797779824,72.71740612341446,0.026975283819056665,Fall,2023-10-04 00:45:15,Loyalty Points,Electronics,4,3,121
2144,37,30003.564027259752,Medium-value,Asia-Pacific,2144,120.25616753493755,0.059311055558604386,113.12364730100803,1,113.12364730100803,28.944330026551754,115.88229127453923,0.012491604970567702,Fall,2023-09-13 22:03:06,Loyalty Points,Electronics,6,4,156
2145,33,49482.45779846757,Low-value,North America,2145,89.83448339650619,0.18245933019888438,73.44334372721687,32,2350.18699927094,337.8945711892013,92.29145446281878,0.0035592458360439554,Winter,2023-05-25 11:14:34,Discount,Beauty Products,7,4,139
2146,50,42172.938599494264,Low-value,Asia-Pacific,2146,105.04618905494998,0.18258474192002122,85.86635773667017,7,601.0645041566912,86.3381777874363,111.0711111703202,0.0189974967416879,Summer,2022-01-06 05:18:15,Flash Sale,Home Goods,8,3,341
2147,19,59610.26980136455,Low-value,Asia-Pacific,2147,84.22053801388556,0.21049364042623805,66.49265036868641,32,2127.764811797965,241.2247602869288,79.76688216066619,0.020079299079457828,Summer,2021-01-10 20:38:34,Flash Sale,Clothing,2,3,46
2148,27,44767.71074294242,Low-value,Europe,2148,93.10365864695954,0.16455151605871082,77.78331046598966,24,1866.799451183752,302.65798591483167,95.74462166736787,0.022792550080568536,Winter,2022-07-17 10:14:57,BOGO,Home Goods,10,3,361
2149,34,43835.39953844454,Medium-value,Europe,2149,73.3759733389581,0.13867356007401982,63.200665892148415,37,2338.4246380094914,437.98692853047663,70.05005463119475,0.036091244219981396,Summer,2022-11-09 21:06:46,Discount,Electronics,6,1,151
2150,19,75896.67085660489,Low-value,North America,2150,132.13769818140668,0.15029712045323698,112.27778264142233,1,112.27778264142233,19.781393914437672,129.90410170811086,0.00021632389167849236,Summer,2022-10-17 06:04:36,Loyalty Points,Electronics,7,2,264
2151,33,20191.303587878676,Medium-value,Asia-Pacific,2151,100.98562941846077,0.14329035597347756,86.51536263088384,12,1038.1843515706062,189.90506445553564,109.35418329224164,0.016539483769952738,Fall,2020-11-12 14:12:56,Loyalty Points,Home Goods,6,2,240
2152,52,38003.576983326115,Medium-value,Asia-Pacific,2152,84.08534101307959,0.09163056764415642,76.38055348549864,18,1374.8499627389756,315.3746659741728,77.37760395185141,0.02614974078797654,Winter,2020-05-23 05:25:46,Discount,Home Goods,5,1,23
2153,35,29775.61028633807,Low-value,Europe,2153,94.59665415761945,0.13134397129713815,82.17195392913578,10,821.7195392913578,159.54296018802168,103.7523534358184,0.02847413367570266,Summer,2022-07-16 18:58:06,Discount,Electronics,7,3,95
2154,37,50229.750472725194,High-value,Europe,2154,108.38288270988497,0.17462891382661164,89.45609762486072,13,1162.9292691231894,176.64503646323624,111.46971103322767,0.010844330694476881,Winter,2022-09-22 00:42:38,Flash Sale,Electronics,3,3,111
2155,22,55719.05682877449,Medium-value,Europe,2155,113.46020143876245,0.1457435332775275,96.9241107946972,3,290.7723323840916,52.505909362690446,115.93251822656055,0.01853284346514307,Summer,2023-10-24 00:24:32,Loyalty Points,Home Goods,4,4,40
2156,29,30903.79908403537,Medium-value,Europe,2156,88.30558675235034,0.1273328679341484,77.06138313656582,20,1541.2276627313165,304.9494481984118,83.26328523155077,-0.008364825935322024,Summer,2022-06-14 14:36:45,Discount,Clothing,2,3,353
2157,31,46170.96759648177,Medium-value,North America,2157,113.99172641334617,0.15427114402923925,96.40609236969121,4,385.62436947876483,66.4475355213956,107.02881875333426,0.03408157537462321,Summer,2022-07-29 15:43:46,Discount,Home Goods,1,4,168
2158,32,48616.38636871599,Low-value,North America,2158,99.72747030598983,0.11330175777422673,88.42817262194419,14,1237.9944167072185,260.66520770851844,108.16259681912148,0.019418041264649015,Summer,2021-11-25 06:32:07,BOGO,Electronics,3,1,340
2159,48,52863.63548386354,Low-value,North America,2159,83.52216207428677,0.1582222267197548,70.30709961044487,32,2249.8271875342357,378.93075707021217,77.84714101462261,0.012946641937205197,Spring,2021-06-18 07:03:27,Loyalty Points,Home Goods,4,2,40
2160,41,79028.76159405251,High-value,North America,2160,92.19507418073964,0.17204825932311502,76.33307214977792,21,1602.9945151453362,247.72692468846367,86.14178609325535,0.009607512521693966,Spring,2022-06-09 09:01:25,Discount,Home Goods,3,1,239
2161,24,45696.373452222884,Medium-value,Europe,2161,87.4556287145403,0.15748450577786954,73.68272224893806,22,1621.0198894766374,274.20320727271695,90.95916867188797,0.010182991121878197,Summer,2020-05-24 19:10:40,BOGO,Clothing,5,3,293
2162,37,48289.86592915664,Medium-value,North America,2162,137.56435826771184,0.09933483434181052,123.89942552785121,1,123.89942552785121,27.604374740452926,143.18852607261684,0.019209443070526553,Winter,2021-02-02 11:30:57,Flash Sale,Home Goods,5,3,187
2163,40,71388.81037629387,High-value,North America,2163,102.34934159432345,0.1928232137219063,82.61401262578482,20,1652.2802525156965,219.38947019516831,100.26921576838825,0.02782517713469359,Spring,2022-04-23 06:12:17,BOGO,Clothing,1,2,357
2164,46,35291.05453540641,Low-value,North America,2164,114.8448708756405,0.11036994852620383,102.16944838859753,1,102.16944838859753,21.778038775649193,124.20562928235621,0.013329804001163653,Winter,2020-01-23 20:54:14,Discount,Home Goods,6,2,74
2165,51,37263.535841942925,Medium-value,Europe,2165,124.00463472816456,0.1516490959599266,105.19944397679748,1,105.19944397679748,18.3961996670823,134.40182277165894,0.04299842477826163,Fall,2021-07-17 11:01:30,Loyalty Points,Clothing,2,3,333
2166,25,36273.74234490495,Low-value,Asia-Pacific,2166,101.81393639876713,0.21811879536901801,79.60640323969022,14,1114.489645355663,116.71306864774527,108.76527684797306,0.02662309059021002,Summer,2023-08-18 06:08:44,Flash Sale,Home Goods,4,2,352
2167,27,52544.329576134776,Medium-value,Europe,2167,118.86513848121791,0.0651428325435242,111.12192666987312,1,111.12192666987312,27.91632973302059,107.36042115391388,0.030197629217721903,Summer,2021-05-14 16:58:43,Flash Sale,Beauty Products,6,3,196
2168,22,47818.915135613795,Medium-value,Asia-Pacific,2168,100.56072737710095,0.1079875990043086,89.70141587352097,10,897.0141587352098,193.08906709550314,96.58114894936531,0.0033594045421347085,Summer,2023-02-23 15:44:54,Loyalty Points,Electronics,4,3,15
2169,33,34296.28972548083,High-value,Asia-Pacific,2169,98.08034179627528,0.1531458507564442,83.05974440940186,14,1162.836421731626,201.64907212812844,93.96775694450066,0.006565154377830888,Winter,2022-06-30 17:44:51,Flash Sale,Clothing,4,4,269
2170,40,58477.5088433028,High-value,North America,2170,93.6708788908404,0.12579899653913104,81.8871763214342,16,1310.1948211429471,261.0809775655348,85.53290657576308,0.011586141793360476,Summer,2020-01-05 23:00:20,Discount,Clothing,8,1,135
2171,45,56879.90230495271,Low-value,North America,2171,90.88769546041357,0.0755558878496294,84.02059493529529,16,1344.3295189647247,326.3873298080928,98.03297462510997,0.026196825186601734,Fall,2023-03-18 07:13:44,Discount,Beauty Products,9,2,236
2172,34,48355.09840347462,High-value,North America,2172,110.51926439298157,0.15231575321146487,93.68543939258755,9,843.168954533288,146.8975888575041,121.40757962543327,0.01791480343398445,Fall,2022-03-06 14:53:41,Loyalty Points,Clothing,4,2,54
2173,32,27002.99045418014,High-value,Europe,2173,78.72623507571463,0.05,74.7899233219289,20,1495.7984664385779,393.6311753785732,73.11079512783395,0.004235077100904393,Winter,2022-03-20 00:27:51,Discount,Electronics,4,4,8
2174,37,38549.05465550056,Low-value,Europe,2174,76.74153452017828,0.2589079537114616,56.87254085288143,40,2274.9016341152574,126.1386675502655,73.44584174748991,0.03948751277523259,Spring,2020-10-28 06:06:07,Discount,Home Goods,6,3,215
2175,27,53228.95929927407,Medium-value,North America,2175,117.76312561255838,0.19406384253627124,94.90956094710371,7,664.366926629726,87.32761112818996,106.61599608471079,0.016988361542223624,Winter,2021-07-17 11:16:17,Discount,Home Goods,4,2,258
2176,56,43478.84325944606,High-value,Europe,2176,123.2937531638825,0.10662060446803942,110.14809867441609,1,110.14809867441609,23.842471459698345,113.81103104033997,0.022140048526256895,Summer,2022-07-20 23:54:57,BOGO,Home Goods,3,2,233
2177,19,41831.964804456096,Low-value,Europe,2177,133.78657806075813,0.13464709172618897,115.7726044128783,1,115.7726044128783,22.121999770347614,133.7742901635314,0.0020291168757222353,Spring,2021-04-02 15:29:56,Discount,Home Goods,7,1,219
2178,37,52730.246427232225,High-value,Asia-Pacific,2178,91.86138148476685,0.07031295259321961,85.40233652328078,16,1366.4373843724925,337.5899117431038,89.43467935167175,0.025261275090399122,Winter,2021-01-01 17:53:30,BOGO,Home Goods,5,1,72
2179,55,44424.85993241403,Low-value,Europe,2179,65.47580334854612,0.2180172961249366,51.20094574088803,51,2611.2482327852895,273.7620532421931,64.4770634193366,0.02635769772009629,Spring,2021-03-16 11:32:08,Flash Sale,Clothing,8,1,287
2180,35,45149.09343106364,High-value,Asia-Pacific,2180,62.16229691954816,0.15730071823545486,52.38412296693763,43,2252.5172875783182,381.4321502999187,64.22809017204871,-0.0007382780379282528,Summer,2022-04-27 00:53:18,Discount,Home Goods,0,1,33
2181,33,72942.40514281364,Medium-value,North America,2181,126.59014033205293,0.08182508494237548,116.23189134651545,1,116.23189134651545,27.618793114078414,116.40432933224567,0.027204973175752763,Spring,2023-06-24 01:12:41,Discount,Home Goods,9,4,302
2182,31,48195.93909804575,Medium-value,Europe,2182,117.36476098737147,0.13151367866249067,101.92968952457828,1,101.92968952457828,19.774356833418253,125.52777773235721,0.024422924229718673,Winter,2023-01-13 17:16:59,Discount,Electronics,2,3,145
2183,33,35581.986626096834,Medium-value,Asia-Pacific,2183,109.22612064651904,0.1857878842918336,88.9332307821977,7,622.5326154753839,87.32462430744064,117.21269922105881,0.03306464726634958,Summer,2022-12-14 03:10:46,Discount,Home Goods,4,3,120
2184,49,51398.527427190675,Medium-value,Europe,2184,112.73090226500122,0.17797670051131215,92.66742823421309,10,926.6742823421309,137.55796648712248,105.13230177447576,-0.0024564220787563415,Spring,2023-05-24 15:14:38,Discount,Home Goods,3,4,359
2185,18,54420.24067744712,Medium-value,Asia-Pacific,2185,113.68717320261258,0.17835861319033422,93.41008665266529,9,840.6907798739876,124.4615886975283,116.752817993082,0.029357400082189615,Fall,2020-03-16 15:15:08,Loyalty Points,Clothing,8,3,75
2186,50,40787.77344336792,Low-value,Asia-Pacific,2186,137.91847756476932,0.156369037491152,116.35229797572131,1,116.35229797572131,19.809363680382802,143.16925164392995,0.025928219342969034,Summer,2023-02-09 11:31:53,BOGO,Home Goods,6,1,345
2187,21,45237.996329588044,Low-value,Europe,2187,78.17847598742298,0.05,74.26955218805183,23,1708.1997003251922,449.52623692768213,73.07787320345739,0.0038842193896994094,Spring,2020-05-03 07:51:29,Discount,Home Goods,4,3,5
2188,32,46304.243526907885,Medium-value,North America,2188,82.47350698619783,0.2724630992967451,60.002519662866604,38,2280.095747188931,86.30046135606885,80.40815499701553,0.023200370247025353,Winter,2022-03-29 17:49:11,Discount,Clothing,4,4,206
2189,31,39295.65304172445,Medium-value,Asia-Pacific,2189,109.74937438023858,0.132656469843148,95.19040980746209,7,666.3328686522347,128.5609341890656,113.96961069181438,0.022617214575154213,Winter,2023-10-24 16:45:13,BOGO,Beauty Products,5,3,226
2190,41,59096.733278463566,Medium-value,North America,2190,115.39715219108564,0.16733478850496228,96.08719413511538,7,672.6103589458077,107.16431320948813,119.39109711650656,0.01631446941131415,Summer,2021-02-27 01:03:01,BOGO,Home Goods,5,4,107
2191,19,28669.14503262417,Low-value,Europe,2191,75.8420539183443,0.23311204560603546,58.16235758647583,37,2152.0072306996058,187.69803421448813,80.97927587989815,0.02338823615648754,Winter,2023-06-13 17:26:44,BOGO,Home Goods,2,4,30
2192,40,33387.394284182636,Medium-value,Europe,2192,116.5697799357392,0.16157662808904014,97.73482795664101,1,97.73482795664101,16.135982001623574,108.00238512703842,0.02381249186112723,Summer,2021-10-31 23:19:34,Discount,Electronics,6,1,364
2193,55,89359.05710690535,Medium-value,North America,2193,91.1298322062751,0.2235022120818162,70.76211312152788,36,2547.4360723750033,250.9643007768711,87.90121208826235,0.02864187590256069,Winter,2020-06-21 05:17:45,Loyalty Points,Home Goods,2,4,51
2194,21,54326.543721345115,Medium-value,Europe,2194,110.37398651326575,0.20782054932130734,87.4360040052963,11,961.7960440582592,111.91634790611313,115.9555576614245,0.013091984878935274,Winter,2020-03-08 19:24:49,Flash Sale,Home Goods,6,4,160
2195,37,43429.653611693524,Low-value,Asia-Pacific,2195,74.14855464638873,0.2295257955865959,57.12954864958017,30,1713.886459487405,156.76681191324184,70.42248214501724,0.01276084535398353,Fall,2020-01-13 06:27:45,Loyalty Points,Clothing,4,1,361
2196,28,63963.842385428,Medium-value,North America,2196,61.38191002702155,0.18084210457453406,50.281476234930274,48,2413.5108592766533,351.07868236872923,61.83724791884954,0.017815155615306975,Fall,2021-05-05 23:48:17,Discount,Home Goods,5,2,31
2197,39,22573.260561291878,Medium-value,Europe,2197,111.476771124811,0.13431986920382127,96.50322580806207,2,193.00645161612414,36.93897204138875,103.38977359803889,0.002451602854801515,Summer,2022-10-30 16:16:43,BOGO,Home Goods,4,4,213
2198,35,53629.73134131139,Medium-value,Europe,2198,140.01694125643235,0.12566795636358474,122.42129839245639,1,122.42129839245639,24.409439512953753,130.41279380997668,0.021134432622153726,Fall,2021-04-26 17:00:12,Discount,Beauty Products,4,1,143
2199,29,24026.397077838847,Low-value,North America,2199,100.82743561042656,0.24082464014278318,76.54570471302594,21,1607.4597989735448,125.29649550027436,95.90648953902134,0.017461850397960044,Fall,2022-02-10 20:28:20,Loyalty Points,Electronics,7,3,175
2200,40,50393.006774577036,Low-value,Asia-Pacific,2200,136.50848121571144,0.1412451125010037,117.22732542905713,1,117.22732542905713,21.671388578059123,130.8835062153319,0.016060671735589754,Summer,2022-11-06 10:03:20,BOGO,Home Goods,10,1,101
2201,53,86353.56620265296,Low-value,North America,2201,72.45161942208307,0.1982240351624059,58.08996706618683,47,2730.228452110781,346.57017312424813,65.81188508483332,0.02411927386027215,Winter,2023-01-25 15:37:16,Loyalty Points,Clothing,7,2,307
2202,33,36057.86476127273,Low-value,Europe,2202,82.328211040394,0.11994002604778661,72.45376326374146,32,2318.520424439727,474.3684971349014,88.18754401884402,0.0034402112738689747,Summer,2021-12-28 16:59:54,Loyalty Points,Electronics,10,3,210
2203,42,29514.4479000259,Medium-value,Europe,2203,109.83814502066542,0.1307777506441623,95.4737594799355,3,286.4212784398065,55.76117389640913,99.81930956178788,0.009380686128624742,Spring,2022-05-19 22:31:35,Loyalty Points,Clothing,3,1,312
2204,22,45770.7019836747,Medium-value,North America,2204,110.75404597780064,0.15880154672562155,93.1661321704053,5,465.83066085202654,78.19149992972427,116.57502098915103,0.023275878836291904,Summer,2020-12-04 21:22:11,Flash Sale,Beauty Products,4,4,339
2205,25,45097.938928054515,Low-value,Asia-Pacific,2205,89.88905076036698,0.12827133240112973,78.35886245106192,22,1723.8949739233624,339.6035922137108,86.05947753998772,0.025162483677354068,Winter,2021-05-24 12:43:44,Flash Sale,Home Goods,5,2,18
2206,40,49345.58575704342,Medium-value,Asia-Pacific,2206,111.73633439801915,0.11871398504783717,98.47166886699257,1,98.47166886699257,20.256234788379174,109.46623780686824,0.02731033256146773,Fall,2023-10-06 06:26:28,Discount,Home Goods,5,4,174
2207,50,36209.77123979801,Medium-value,Asia-Pacific,2207,89.25079743734094,0.13528208966171887,77.17676305604267,25,1929.4190764010668,367.53012124760056,90.64249715217214,0.021193776176430677,Summer,2021-11-21 09:57:56,Discount,Clothing,5,2,237
2208,39,58406.85573837428,Low-value,North America,2208,102.35367530779183,0.1871208048699178,83.2011732028036,20,1664.023464056072,231.07200974698657,96.71865836054653,0.001813285649566839,Spring,2021-07-02 03:41:57,Discount,Home Goods,3,2,200
2209,32,40030.82237126724,Low-value,Asia-Pacific,2209,106.97707824031784,0.12516481781639466,93.58731173183826,6,561.5238703910295,112.22014178169465,97.92096222964106,0.010810261208787968,Summer,2023-09-06 18:44:09,Discount,Clothing,8,1,4
2210,35,51732.07442911871,Low-value,Asia-Pacific,2210,137.03324220351516,0.15161168885574067,116.25740092366247,1,116.25740092366247,20.33413138120187,149.5611617675192,0.027087038876833787,Summer,2021-04-30 00:58:41,Loyalty Points,Home Goods,4,2,356
2211,22,46888.37657742108,Low-value,Asia-Pacific,2211,82.42833794680581,0.23517035942399142,63.04363608513326,52,3278.2690764269296,277.8775751631982,87.84004374397145,0.029134910261005405,Summer,2022-08-21 09:13:53,Discount,Clothing,5,3,292
2212,41,32742.521023470385,Medium-value,Asia-Pacific,2212,111.95140060550594,0.17752740413165305,92.0769590671077,7,644.5387134697538,95.97685050277478,117.75889870112015,0.0071796094699559075,Spring,2020-10-28 05:12:43,Discount,Electronics,7,3,278
2213,44,42887.42992268536,Low-value,Europe,2213,116.95467262673476,0.21640195024132755,91.64545338047336,9,824.8090804242602,87.99464287583129,117.76164489126943,0.012831031058409218,Spring,2020-03-16 21:11:57,BOGO,Electronics,7,4,351
2214,30,58583.424489515186,High-value,North America,2214,145.76641262358748,0.16400573708509503,121.85988467900592,1,121.85988467900592,19.823395842494676,149.77914924171046,0.019060974776927787,Summer,2022-09-08 19:40:50,BOGO,Electronics,3,2,90
2215,30,69643.64354213513,Low-value,North America,2215,130.39098248355486,0.14421752068613825,111.5863182699469,1,111.5863182699469,20.312630531458495,139.89290110984908,0.031074523614834967,Spring,2022-05-08 13:56:47,Discount,Home Goods,6,2,257
2216,38,46649.998769985774,Medium-value,Asia-Pacific,2216,113.67652807201574,0.22655131384674612,87.92296128376407,13,1142.9984966889328,108.54209123358966,111.15003476792245,0.02106798422845478,Summer,2023-11-19 20:49:25,Loyalty Points,Home Goods,2,1,356
2217,31,64013.181013598514,Medium-value,North America,2217,61.14087569590166,0.08345228543410055,56.038529885636414,47,2633.8109046249115,622.2760942297467,56.305676548715894,0.0071814500336425825,Summer,2020-05-07 06:30:33,Discount,Home Goods,4,1,194
2218,34,50189.59678012942,Low-value,North America,2218,109.64268134677398,0.1932324441003283,88.45615805242336,8,707.6492644193869,93.65024887745267,117.11947470909462,0.009012316530398887,Summer,2020-03-26 01:58:58,Loyalty Points,Clothing,4,4,89
2219,56,42211.26762507171,Medium-value,Europe,2219,122.23293406678097,0.21481478266103915,95.97549290120429,6,575.8529574072257,62.47463432674573,111.54348381042749,0.021205557757047886,Winter,2020-10-16 06:52:12,Loyalty Points,Beauty Products,10,4,88
2220,33,81749.84077477298,Medium-value,North America,2220,78.2295290563576,0.0748198219513623,72.376409621022,22,1592.2810116624842,387.5462641945771,84.77848341193796,0.011111467470702952,Winter,2021-03-04 19:49:23,Discount,Home Goods,3,2,189
2221,31,49649.41339845209,High-value,Europe,2221,82.69173602291927,0.1180370757815121,72.93104531147715,40,2917.241812459086,601.8732038173465,86.36209750321129,0.013301162072867714,Summer,2023-02-15 12:00:56,Discount,Home Goods,4,2,135
2222,29,61860.82899689299,High-value,North America,2222,136.3601448731647,0.16236552556234066,114.2199582850764,1,114.2199582850764,18.76785687386112,134.8719518062208,-0.002340494356351853,Summer,2023-05-23 08:42:15,Flash Sale,Home Goods,2,4,1
2223,42,31803.071781971274,Medium-value,Europe,2223,124.99152401190943,0.1738167993277155,103.26589736506604,1,103.26589736506604,15.77183055672944,127.87531338993229,0.011380125773924547,Summer,2022-05-25 15:58:00,BOGO,Home Goods,3,2,197
2224,33,47522.02943815882,Medium-value,Europe,2224,69.53010166892736,0.20542810311951248,55.246664773372764,55,3038.566562535502,361.6576482817988,70.01730389626839,0.03718291233272578,Spring,2020-03-09 09:00:11,BOGO,Home Goods,2,4,209
2225,29,34309.5562734415,Medium-value,North America,2225,100.53035804206799,0.09420397844355308,91.05999836015035,11,1001.6599819616538,227.57622503773035,98.55122379372105,0.021045195672965977,Spring,2021-10-29 11:16:39,Discount,Electronics,7,4,293
2226,48,41675.261529311174,Medium-value,Europe,2226,99.78495641291958,0.11479647982650645,88.32999467707504,13,1148.2899308019755,240.24682744440736,92.37193533440252,0.012359873825501017,Winter,2023-09-13 12:32:16,BOGO,Home Goods,4,4,208
2227,49,47267.27715206862,Low-value,Europe,2227,131.73195236926716,0.2298824180899433,101.4490926189108,1,101.4490926189108,9.236725960423783,139.8555305608595,0.026074562055812177,Spring,2020-06-26 00:28:25,Discount,Home Goods,4,4,162
2228,29,48462.70262924629,High-value,North America,2228,133.2963821785741,0.192037379838022,107.69849420311313,1,107.69849420311313,14.39102667811126,135.6356876322508,0.0007571858401477366,Spring,2023-05-01 00:13:29,BOGO,Home Goods,5,1,122
2229,18,51011.77444435633,Medium-value,Europe,2229,106.05374094030745,0.18064171332645537,86.89601147217026,9,782.0641032495323,113.92553532559542,110.34966787796849,0.001560996480158238,Summer,2020-05-26 10:02:04,Loyalty Points,Home Goods,5,1,350
2230,45,34499.15323571749,Low-value,Europe,2230,79.92170435354369,0.15019647081482426,67.91774641813565,35,2377.121124634748,419.0393679729275,75.26104068753982,0.017053628051834125,Spring,2020-07-01 07:05:43,Discount,Home Goods,9,3,308
2231,28,36961.58013289229,Medium-value,Europe,2231,91.4960707775018,0.14760080680024767,77.99117691168998,20,1559.8235382337996,278.87854734877436,86.03011400857042,0.03143836343822705,Spring,2023-11-16 01:02:38,Loyalty Points,Home Goods,3,3,110
2232,43,43512.456224343296,Medium-value,Europe,2232,63.79653436266006,0.1944479096637778,51.39143161204744,55,2826.528738662609,370.36216570019695,68.12182213796528,0.015599007337079716,Spring,2021-05-02 19:40:10,Discount,Clothing,6,4,79
2233,18,27145.138920422105,Low-value,Europe,2233,68.84221320201388,0.1915069650902576,55.658449881599736,49,2727.264044198387,365.9761313693111,69.49418682632917,0.016391281733032594,Summer,2020-10-10 06:54:13,BOGO,Electronics,6,1,62
2234,44,31977.531553045228,Low-value,Asia-Pacific,2234,153.98164320467126,0.15518605554855494,130.08583936885339,1,130.08583936885339,22.298689125583508,152.52983362334854,0.02719286586862267,Spring,2020-11-17 05:46:36,Loyalty Points,Clothing,7,1,225
2235,23,31126.74766637083,Low-value,Europe,2235,93.885706710146,0.08625792562809258,85.78732040320132,12,1029.447844838416,240.8079084731895,86.24837772052601,0.030287025643275137,Summer,2021-08-05 17:29:42,Discount,Electronics,7,1,216
2236,42,19003.059037746825,Low-value,Europe,2236,94.07000094621341,0.08331987689125715,86.23210004821446,19,1638.4099009160748,387.2788883314365,92.68132965761629,0.023511874342892824,Summer,2023-01-20 00:10:30,BOGO,Clothing,6,3,147
2237,35,34613.70123273645,High-value,Europe,2237,97.28357019745155,0.19089349602988345,78.71276937619145,18,1416.829848771446,191.0568642835565,101.24454585205797,0.013640706412148876,Summer,2022-02-16 10:54:22,Flash Sale,Home Goods,4,1,260
2238,25,40115.49811166715,Low-value,Europe,2238,102.25434875822994,0.17029495565819158,84.8409489705899,22,1866.500877352978,291.7839064762369,94.14832560656511,0.030839454632514078,Summer,2021-11-11 08:02:57,Discount,Home Goods,7,4,49
2239,31,50895.80755428062,Low-value,North America,2239,108.3825195469552,0.13594346824899908,93.64862394217717,8,749.1889915374173,142.24688207446832,98.17673578146803,0.023311105182357933,Summer,2023-10-13 15:21:59,Flash Sale,Home Goods,2,3,151
2240,42,35395.87997384049,Low-value,Asia-Pacific,2240,81.31019911717416,0.07587049811388594,75.14115380841491,19,1427.6819223598834,346.2562741014671,82.1748280934944,0.010134187517937378,Summer,2020-04-28 06:15:27,BOGO,Home Goods,3,2,2
2241,36,75806.62070344621,Medium-value,North America,2241,130.33518539837,0.2168275630809828,102.07492476473332,1,102.07492476473332,10.840294985874337,125.54282178937136,0.03774976013378648,Summer,2021-01-11 23:47:05,Discount,Clothing,2,3,175
2242,41,38800.804474677905,Low-value,Asia-Pacific,2242,86.87400141749168,0.11931696468235192,76.50845925854624,9,688.5761333269162,141.26992439671858,93.92792592511483,0.016972832113336146,Summer,2021-04-05 04:23:36,Discount,Electronics,2,3,19
2243,55,34915.44376612821,Medium-value,Europe,2243,65.8189056432505,0.13116264435539243,57.18592393050371,43,2458.9947290116597,477.8456691498195,67.03736093688488,0.016006434709996173,Summer,2021-10-06 14:07:02,Loyalty Points,Home Goods,3,1,48
2244,19,16393.882456266383,Low-value,Europe,2244,72.45812032290084,0.14227017777569706,62.14949066326889,37,2299.531154540949,422.8658381778174,69.56630400374092,0.01611789262906724,Winter,2020-11-09 02:28:23,BOGO,Clothing,7,2,344
2245,51,31350.805000918514,Medium-value,Asia-Pacific,2245,99.7506742948625,0.09039805233231785,90.73340761977154,9,816.6006685779439,188.17142052031016,96.03812885491394,0.026460917662855403,Spring,2022-02-28 21:16:33,Loyalty Points,Electronics,10,4,126
2246,36,43072.66864061295,Low-value,Asia-Pacific,2246,118.46875152611905,0.08216668161277317,108.73456733840969,1,108.73456733840969,25.806441270126356,109.68018554335889,0.013086088495385157,Spring,2021-09-22 05:41:25,Flash Sale,Electronics,7,3,16
2247,26,33669.011002070736,Medium-value,North America,2247,116.0104751380049,0.15961300423360913,97.49369467865952,2,194.98738935731905,32.572724164112174,114.56351302414988,0.020721398948719112,Winter,2023-04-12 11:20:37,Flash Sale,Clothing,6,4,101
2248,22,41909.65788700251,High-value,Asia-Pacific,2248,125.60509323062455,0.21470710739648707,98.63678698881108,3,295.91036096643325,32.13966518212172,114.76362343372423,0.019635636490792596,Summer,2023-05-03 00:28:51,Loyalty Points,Beauty Products,4,3,282
2249,33,46154.179961954535,Low-value,Europe,2249,74.82434615039423,0.2728125831738978,54.411322992807285,46,2502.9208576691353,93.57691162644079,73.93622181874922,0.021984497875173606,Spring,2022-09-04 07:33:23,Discount,Electronics,6,3,158
2250,44,47739.20068222707,Medium-value,North America,2250,126.31463103550199,0.17922159183880998,103.67632178878736,1,103.67632178878736,15.256080063935968,116.72762432977815,0.013891475853863935,Winter,2020-10-18 23:37:59,Loyalty Points,Clothing,9,2,176
2251,34,40876.11211293191,Medium-value,Asia-Pacific,2251,109.95899349530245,0.24273204080620564,83.2684225991914,13,1082.489493789488,81.86265298223596,113.85537136461399,0.022362048981797628,Fall,2022-06-15 10:37:24,Flash Sale,Clothing,6,1,148
2252,50,35953.24233683743,Medium-value,Asia-Pacific,2252,93.60362298169528,0.18137210674910992,76.62653668215582,21,1609.157270325272,233.18401249435158,96.43206272142112,0.03403328009812839,Winter,2021-05-25 23:38:24,Loyalty Points,Home Goods,3,1,341
2253,20,67669.68062346944,Low-value,North America,2253,85.06586830102903,0.21047692911345867,67.16146556865853,28,1880.5210359224388,213.23001722226996,90.82211838031849,0.023710145806530136,Summer,2022-10-21 09:47:44,Discount,Electronics,7,2,165
2254,35,40623.3576226114,Medium-value,Asia-Pacific,2254,81.52628058679319,0.14918369642968987,69.36388869269132,35,2427.736104244196,430.3422298677632,88.41374576259415,0.020972138867087573,Winter,2020-04-21 03:03:52,Discount,Beauty Products,4,4,97
2255,22,29761.69406640984,Medium-value,Europe,2255,110.67134088714114,0.16695682025370906,92.19400571940976,7,645.3580400358683,103.06846968887679,114.0778190036547,0.01587614716087863,Spring,2020-07-21 00:19:36,Discount,Clothing,8,4,164
2256,39,51464.30244180058,Medium-value,North America,2256,101.38414728384342,0.17125998217704252,84.02110002697773,19,1596.400900512577,247.99174163745954,94.3741472532906,0.004792026779531349,Spring,2020-03-15 05:54:27,Discount,Home Goods,4,4,285
